"m","n","cor","mkl","openblas","naive"
2000,100,0.03085,0.09395,0.20965,0.0531
2000,500,0.6993,0.2487,0.3608,1.26745
2000,1000,2.7883,0.4708,0.406150000000001,4.83125
2000,2000,11.21825,1.03655,0.770349999999999,19.3767
2000,4000,46.09575,3.63350000000003,2.48750000000001,77.7665
2000,8000,185.734,12.8989999999999,7.13599999999997,321.6925
